,LST,NDVI,time,split
53,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018267.h18v04.061.2021341201932.17.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018267.h18v04.061.2021341201428.17.tiff,D,Val
54,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017227.h18v04.061.2021280034649.327.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017227.h18v04.061.2021280034348.327.tiff,D,Train
55,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019206.h18v04.061.2020304024249.137.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019206.h18v04.061.2020304023219.137.tiff,D,Val
56,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019182.h18v04.061.2020299043817.35.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019182.h18v04.061.2020299040511.35.tiff,D,Val
57,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017288.h18v04.061.2021286090340.26.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017288.h18v04.061.2021286090022.26.tiff,D,Val
58,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017099.h18v04.061.2021269224717.67.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017099.h18v04.061.2021269224220.67.tiff,D,Train
59,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019198.h18v04.061.2020303181737.101.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019198.h18v04.061.2020303180553.101.tiff,D,Train
60,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018177.h18v04.061.2021335031006.23.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018177.h18v04.061.2021335030514.23.tiff,D,Train
61,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017174.h18v04.061.2021274160811.238.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017174.h18v04.061.2021274160313.238.tiff,D,Val
62,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019234.h18v04.061.2020306040038.7.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019234.h18v04.061.2020306035458.7.tiff,D,Train
63,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018191.h18v04.061.2021335184713.107.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018191.h18v04.061.2021335184212.107.tiff,D,Val
64,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019215.h18v04.061.2020304094230.69.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019215.h18v04.061.2020304093159.69.tiff,D,Val
65,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019222.h18v04.061.2020304144442.276.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019222.h18v04.061.2020304143932.276.tiff,D,Train
66,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019087.h18v04.061.2020291050642.48.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019087.h18v04.061.2020291045535.48.tiff,D,Val
67,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018263.h18v04.061.2021341182455.31.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018263.h18v04.061.2021341180221.31.tiff,D,Train
68,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019234.h18v04.061.2020306040038.81.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019234.h18v04.061.2020306035458.81.tiff,D,Val
69,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017233.h18v04.061.2021280143845.121.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017233.h18v04.061.2021280143535.121.tiff,D,Train
70,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018107.h18v04.061.2021324022620.69.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018107.h18v04.061.2021324022114.69.tiff,D,Val
71,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019242.h18v04.061.2020306213128.80.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019242.h18v04.061.2020306212406.80.tiff,D,Train
72,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018199.h18v04.061.2021337063550.69.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018199.h18v04.061.2021337063217.69.tiff,D,Train
73,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019216.h18v04.061.2020304103530.143.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019216.h18v04.061.2020304102244.143.tiff,D,Val
74,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.70.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.70.tiff,D,Val
75,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019215.h18v04.061.2020304094230.70.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019215.h18v04.061.2020304093159.70.tiff,D,Train
76,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018199.h18v04.061.2021337063550.200.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018199.h18v04.061.2021337063217.200.tiff,D,Val
77,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019264.h18v04.061.2020310094529.118.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019264.h18v04.061.2020310071030.118.tiff,D,Val
78,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018270.h18v04.061.2021343165200.30.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018270.h18v04.061.2021343164807.30.tiff,D,Train
79,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017145.h18v04.061.2021272225627.22.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017145.h18v04.061.2021272225209.22.tiff,D,Val
80,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019243.h18v04.061.2020307024649.121.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019243.h18v04.061.2020307022004.121.tiff,D,Val
81,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018214.h18v04.061.2021338235914.8.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018214.h18v04.061.2021338235553.8.tiff,D,Train
82,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019193.h18v04.061.2020303114636.33.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019193.h18v04.061.2020303113630.33.tiff,D,Val
83,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018247.h18v04.061.2021340110837.11.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018247.h18v04.061.2021340110528.11.tiff,D,Train
84,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.88.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019179.h18v04.061.2020299015509.88.tiff,D,Train
85,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017240.h18v04.061.2021280192743.298.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017240.h18v04.061.2021280192347.298.tiff,D,Val
86,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019216.h18v04.061.2020304103530.35.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019216.h18v04.061.2020304102244.35.tiff,D,Val
87,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018215.h18v04.061.2021339002637.44.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018215.h18v04.061.2021339002310.44.tiff,D,Val
88,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017110.h18v04.061.2021270202244.88.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017110.h18v04.061.2021270201934.88.tiff,D,Val
89,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017197.h18v04.061.2021277150923.34.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017197.h18v04.061.2021277150427.34.tiff,D,Train
90,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017215.h18v04.061.2021278135859.297.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017215.h18v04.061.2021278135554.297.tiff,D,Train
91,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017185.h18v04.061.2021276021824.13.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017185.h18v04.061.2021276021325.13.tiff,D,Train
92,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019206.h18v04.061.2020304024249.140.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019206.h18v04.061.2020304023219.140.tiff,D,Val
93,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019255.h18v04.061.2020308174507.67.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.67.tiff,D,Train
94,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018245.h18v04.061.2021340101724.81.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018245.h18v04.061.2021340101409.81.tiff,D,Train
95,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017196.h18v04.061.2021277141431.16.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017196.h18v04.061.2021277141129.16.tiff,D,Val
96,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018181.h18v04.061.2021335061004.66.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018181.h18v04.061.2021335060447.66.tiff,D,Train
97,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.318.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.318.tiff,D,Train
98,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019015.h18v04.061.2020284151059.126.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019015.h18v04.061.2020284145404.126.tiff,D,Val
99,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.86.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019178.h18v04.061.2020299004017.86.tiff,D,Train
100,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018255.h18v04.061.2021341144547.164.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018255.h18v04.061.2021341144201.164.tiff,D,Val
101,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.153.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.153.tiff,D,Val
102,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018215.h18v04.061.2021339002637.60.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018215.h18v04.061.2021339002310.60.tiff,D,Train
103,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019153.h18v04.061.2020297223601.210.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019153.h18v04.061.2020297222500.210.tiff,D,Val
104,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018266.h18v04.061.2021341194822.12.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018266.h18v04.061.2021341194420.12.tiff,D,Train
105,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018131.h18v04.061.2021329054709.10.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018131.h18v04.061.2021329054106.10.tiff,D,Train
106,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018177.h18v04.061.2021335031006.42.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018177.h18v04.061.2021335030514.42.tiff,D,Val
107,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017168.h18v04.061.2021274110908.68.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017168.h18v04.061.2021274110608.68.tiff,D,Train
108,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017331.h18v04.061.2021290190819.238.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017331.h18v04.061.2021290190510.238.tiff,D,Val
109,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018148.h18v04.061.2021331013855.288.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018148.h18v04.061.2021331013358.288.tiff,D,Val
110,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018215.h18v04.061.2021339002637.46.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018215.h18v04.061.2021339002310.46.tiff,D,Val
111,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017215.h18v04.061.2021278135859.257.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017215.h18v04.061.2021278135554.257.tiff,D,Val
112,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.61.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019179.h18v04.061.2020299015509.61.tiff,D,Val
113,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.9.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.9.tiff,D,Train
114,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017148.h18v04.061.2021273022448.326.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017148.h18v04.061.2021273022143.326.tiff,D,Train
115,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018230.h18v04.061.2021339193001.324.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018230.h18v04.061.2021339192622.324.tiff,D,Train
116,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017159.h18v04.061.2021273141631.103.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017159.h18v04.061.2021273141337.103.tiff,D,Train
117,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017236.h18v04.061.2021280154935.297.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017236.h18v04.061.2021280154620.297.tiff,D,Train
118,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018255.h18v04.061.2021341144547.174.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018255.h18v04.061.2021341144201.174.tiff,D,Train
119,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018109.h18v04.061.2021324035629.230.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018109.h18v04.061.2021324034424.230.tiff,D,Train
120,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019234.h18v04.061.2020306040038.49.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019234.h18v04.061.2020306035458.49.tiff,D,Val
121,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018271.h18v04.061.2021341213252.278.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018271.h18v04.061.2021341212928.278.tiff,D,Train
122,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017242.h18v04.061.2021280203913.338.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017242.h18v04.061.2021280203606.338.tiff,D,Train
123,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.27.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.27.tiff,D,Train
124,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019155.h18v04.061.2020298015009.176.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019155.h18v04.061.2020298014257.176.tiff,D,Train
125,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017161.h18v04.061.2021274062904.126.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017161.h18v04.061.2021274062603.126.tiff,D,Train
126,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.4.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.4.tiff,D,Val
127,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017242.h18v04.061.2021280203913.337.tiff,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017242.h18v04.061.2021280203606.337.tiff,D,Train
